idAnimale,measurement_date,fat,protein,casein,lactose,sfa,ufa,newly_fa,mixed_fa,preformed_fa,c18_0,c18_1,ph,freezing,rennet,k20,a30,iac,scc,bhba,urea,acetone,ec,calving_date,lactation,DIM,scc_log,fat_protein_ratio,casein_protein_ratio,ufa_sfa_ratio,lactation_stage,parity_group
-9223372036846492672,2022-11-28,2.32,2.92,2.26,5.07,1.288,0.806,0.405,0.731,0.907,0.212,0.443,6.69,-0.534,16.37,4.11,18.61,103,3,0.05,26.1,0.05,9248,2022-10-25,2,34,0.602059991327962,0.794520547945205,0.773972602739726,0.625776397515528,early,second_parity
-9223372036846491648,2024-03-15,4.83,4.18,3.32,4.33,2.913,1.446,0.976,1.705,1.691,0.344,0.939,6.7,-0.521,27.04,5.43,8.39,94,148,0.07,31.1,0.03,9520,2023-08-18,3,210,2.17318626841227,1.1555023923445,0.794258373205742,0.496395468589083,late,mature_multiparous
-9223372036846490624,2023-02-16,4.17,3.65,2.89,4.8,2.577,1.189,0.943,1.386,1.533,0.368,0.83,6.65,-0.526,21.17,4.06,13.64,99,29,0.08,40.6,0,8240,2022-10-02,2,137,1.47712125471966,1.14246575342466,0.791780821917808,0.461389212262321,mid,second_parity
-9223372036846489600,2025-06-10,3.65,2.79,2.19,4.72,1.67,1.622,0.499,0.829,1.818,0.383,1.029,6.71,-0.523,17.36,4.56,10.71,100,71,0.12,10.2,0.11,9264,2025-04-17,4,54,1.85733249643127,1.30824372759857,0.78494623655914,0.97125748502994,early,mature_multiparous
-9223372036846488576,2022-01-18,3.34,2.83,2.21,5.02,1.787,1.228,0.578,0.971,1.424,0.294,0.719,6.5,-0.526,16.21,4.37,19.21,103,11,0.04,16.2,0.03,8672,2021-11-29,1,50,1.07918124604762,1.18021201413428,0.780918727915194,0.687185226636821,early,primiparous
-9223372036846487552,2023-05-05,3.52,3.39,2.72,4.86,2.106,1.073,0.802,1.147,1.205,0.308,0.545,6.58,-0.522,15.67,2.22,25.25,105,235,0.02,21.5,0,8512,2023-01-22,2,103,2.37291200297011,1.03834808259587,0.8023598820059,0.509496676163343,mid,second_parity
-9223372036846478336,2024-02-21,4.37,2.94,2.29,4.82,2.851,1.268,0.942,1.409,1.294,0.466,1.166,6.66,-0.531,21.78,6.13,14.15,98,82,0.07,13.4,0.06,852.8,2024-01-18,1,34,1.91907809237607,1.48639455782313,0.77891156462585,0.444756225885654,early,primiparous
-9223372036846477312,2025-01-22,2.48,2.91,2.29,4.96,1.568,0.682,0.601,0.777,0.681,0.144,0.666,6.61,-0.544,17.67,5.76,20.48,103,24,0.03,25.9,0.02,940.1,2024-11-01,4,82,1.39794000867204,0.852233676975945,0.786941580756014,0.434948979591837,mid,mature_multiparous
-9223372036846328832,2025-05-20,4.42,3.54,2.81,4.64,2.499,1.489,0.971,1.468,1.374,0.301,0.766,6.65,-0.519,20.7,3.94,18.08,100,76,0.05,24.6,0,9136,2024-10-17,5,215,1.88649072517248,1.24858757062147,0.793785310734463,0.595838335334134,late,mature_multiparous
-9223372036846327808,2023-09-13,3.2,3.45,2.74,5,1.686,1.202,0.679,0.908,1.271,0.302,0.651,6.66,-0.521,16.08,2.37,27.79,106,46,0.05,12.4,0.03,8160,2023-08-28,3,16,1.67209785793572,0.927536231884058,0.794202898550725,0.712930011862396,early,mature_multiparous
-9223372036846326784,2023-01-28,2.68,3.18,2.5,5.05,1.546,0.874,0.598,0.857,0.942,0.26,0.444,6.66,-0.517,19.22,3.84,15.05,100,85,0.05,14.8,0.03,8128,2022-12-24,2,35,1.93449845124357,0.842767295597484,0.786163522012579,0.565329883570505,early,second_parity
-9223372036846325760,2022-07-13,4.53,3.82,3.09,4.85,2.498,1.592,0.808,1.392,1.843,0.385,0.958,6.41,-0.527,17.12,3.33,25.06,104,75,0,19.8,0,8192,2021-10-20,1,266,1.88081359228079,1.18586387434555,0.80890052356021,0.637309847878303,late,primiparous
-9223372036846324736,2022-06-20,5.32,3.75,2.94,4.45,3.149,1.654,1.132,1.721,1.851,0.408,1.025,6.64,-0.521,27.24,5.54,4.63,92,358,0.02,23,0,9264,2021-09-21,1,272,2.55509444857832,1.41866666666667,0.784,0.525246109876151,late,primiparous
-9223372036846323712,2022-01-08,3.48,3.41,2.71,4.91,2.047,1.095,0.732,1.156,1.206,0.271,0.577,6.61,-0.532,18.49,3.23,21.26,102,12,0.02,19.8,0.01,8784,2021-12-09,1,30,1.11394335230684,1.02052785923754,0.794721407624633,0.534929164631167,early,primiparous
-9223372036846320640,2021-12-10,3.72,3.04,2.41,4.97,2.424,1.084,0.819,1.237,1.185,0.388,0.975,6.6,-0.525,22.49,6.12,24.21,101,44,0.03,22.2,0.03,841.8,2021-10-08,1,63,1.65321251377534,1.22368421052632,0.792763157894737,0.447194719471947,mid,primiparous
-9223372036846275584,2023-01-18,4.47,3.99,3.18,4.68,2.626,1.408,0.779,1.445,1.784,0.384,0.937,6.71,-0.529,22.7,3.61,11.08,97,330,0.07,26.5,0.06,8752,2022-05-22,2,241,2.51982799377572,1.1203007518797,0.796992481203007,0.536176694592536,late,second_parity
-9223372036846273536,2024-11-22,2.69,3.11,2.41,5.01,1.556,0.871,0.586,0.978,0.881,0.262,0.364,6.68,-0.525,14.23,3.09,23.98,106,106,0.03,39,0.06,8576,2024-10-19,4,34,2.02938377768521,0.864951768488746,0.77491961414791,0.559768637532134,early,mature_multiparous
-9223372036846272512,2024-12-15,3.73,3.15,2.45,4.63,2.245,1.12,0.81,1.298,1.316,0.323,0.56,6.67,-0.528,26.88,7.22,0.59,91,18,0.16,18.7,0.05,9392,2024-08-25,4,112,1.27875360095283,1.18412698412698,0.777777777777778,0.498886414253898,mid,mature_multiparous
-9223372036846269440,2022-05-19,5.54,3.63,2.94,4.78,3.286,1.715,1.161,1.729,2.116,0.5,1.147,6.59,-0.52,25.55,5.83,6.65,94,43,0.03,33.7,0.04,7760,2021-08-28,1,264,1.64345267648619,1.52617079889807,0.809917355371901,0.521911138161899,late,primiparous
-9223372036846265344,2022-05-27,4.47,3.56,2.85,4.88,2.538,1.767,0.713,1.159,1.988,0.506,1.545,6.5,-0.516,24.28,6.35,16.91,98,153,0.03,23.4,0.07,757.6,2021-09-18,1,251,2.18752072083646,1.25561797752809,0.800561797752809,0.696217494089835,late,primiparous
-9223372036846264320,2025-05-26,3.26,3.26,2.6,4.8,1.772,1.169,0.577,1.006,1.226,0.273,0.526,6.68,-0.518,22.62,5.03,7.27,96,29,0.03,17,0.01,8720,2025-01-18,4,128,1.47712125471966,1,0.797546012269939,0.659706546275395,mid,mature_multiparous
-9223372036846260224,2023-02-12,4.12,4.03,3.2,4.61,2.556,1.164,0.916,1.48,1.32,0.327,0.685,6.61,-0.524,25.91,4.77,12.82,96,41,0.02,25.7,0.01,8768,2022-09-30,2,135,1.6232492903979,1.02233250620347,0.794044665012407,0.455399061032864,mid,second_parity
-9223372036846259200,2021-12-01,5.13,3.05,2.43,4.85,3.147,1.485,0.974,1.752,1.908,0.454,0.918,6.51,-0.523,24.47,6.35,7.91,95,44,0.06,26.6,0.05,7680,2021-07-14,1,140,1.65321251377534,1.68196721311475,0.79672131147541,0.471877979027645,mid,primiparous
-9223372036846257152,2022-03-18,3.43,3.18,2.53,5.05,1.974,1.122,0.702,1.057,1.218,0.283,0.591,6.66,-0.523,20.88,5.91,2.66,95,10,0.06,13.5,0.04,8080,2021-10-24,1,145,1.04139268515823,1.07861635220126,0.79559748427673,0.56838905775076,mid,primiparous
-9223372036846254080,2022-05-01,3.84,3.47,2.74,4.86,2.246,1.22,0.856,1.166,1.412,0.35,0.737,6.66,-0.524,18.56,4.06,12.97,100,52,0.06,33.6,0,8032,2021-10-21,1,192,1.72427586960079,1.10662824207493,0.789625360230548,0.543187889581478,mid,primiparous
-9223372036846253056,2024-02-16,3.56,2.69,2.13,4.76,1.987,1.227,0.577,1.054,1.549,0.316,0.694,6.58,-0.502,22.08,5.24,11.58,97,8,0.03,13.7,0.02,8512,2024-01-02,3,45,0.954242509439325,1.32342007434944,0.79182156133829,0.617513839959738,early,mature_multiparous
-9223372036846248960,2023-05-03,3.11,2.86,2.22,4.6,1.568,1.241,0.454,0.764,1.57,0.413,0.79,6.6,-0.506,15.74,3.74,20.27,104,59,0.05,26.1,0.05,8896,2023-04-10,2,23,1.77815125038364,1.08741258741259,0.776223776223776,0.791454081632653,early,second_parity
-9223372036846247936,2022-01-09,4.19,3.36,2.69,4.99,2.496,1.287,0.812,1.436,1.538,0.382,0.739,6.52,-0.527,20.07,3.41,23.91,102,22,0.06,20.2,0.03,7840,2021-09-23,1,108,1.36172783601759,1.24702380952381,0.800595238095238,0.515625,mid,primiparous
-9223372036846222336,2022-03-11,2.93,3.05,2.37,4.88,1.571,1.073,0.577,0.798,1.206,0.313,0.551,6.62,-0.511,15.51,3.71,19.93,104,146,0.02,16.7,0.04,8272,2022-02-19,1,20,2.16731733474818,0.960655737704918,0.777049180327869,0.683004455760662,early,primiparous
-9223372036846216192,2023-04-10,5.42,3.62,2.83,4.56,3.071,1.824,0.891,1.67,2.392,0.631,1.361,6.5,-0.525,12.99,1.58,36.22,110,74,0.01,40.4,0.04,8544,2023-03-27,2,14,1.8750612633917,1.49723756906077,0.781767955801105,0.593943340931293,early,second_parity
-9223372036846215168,2022-03-18,3.79,2.94,2.35,5.07,2.384,1.037,0.937,1.217,1.205,0.305,0.537,6.62,-0.527,21.05,6.62,2.79,95,10,0.13,18,0.1,7792,2021-11-27,1,111,1.04139268515823,1.2891156462585,0.799319727891156,0.43498322147651,mid,primiparous
-9223372036846214144,2022-09-15,3.46,3.12,2.44,5.01,2.004,1.119,0.677,1.091,1.357,0.4,0.664,6.67,-0.518,19.93,4.67,14.67,100,287,0.08,25.5,0.06,8176,2022-08-28,2,18,2.45939248775923,1.10897435897436,0.782051282051282,0.558383233532934,early,second_parity
-9223372036846206976,2022-03-17,4.12,3.65,2.91,4.84,2.379,1.339,0.751,1.252,1.605,0.328,0.844,6.7,-0.528,19.46,4.26,10.02,99,48,0.01,22.9,0.03,8512,2021-11-01,1,136,1.69019608002851,1.12876712328767,0.797260273972603,0.562841530054645,mid,primiparous
-9223372036846205952,2022-01-13,4.11,3.32,2.65,5.02,2.506,1.205,0.94,1.388,1.425,0.389,0.717,6.51,-0.524,16.19,2.7,30.26,106,15,0.08,27.5,0.03,7776,2021-12-05,1,39,1.20411998265592,1.23795180722892,0.798192771084337,0.480845969672785,early,primiparous
-9223372036846196736,2025-09-18,3.79,3.22,2.51,4.49,1.872,1.549,0.605,1.064,1.896,0.458,1.163,6.6,-0.525,22.37,6.23,10.05,97,373,0.32,17.2,0.13,9408,2025-07-07,4,73,2.57287160220048,1.17701863354037,0.779503105590062,0.827457264957265,mid,mature_multiparous
-9223372036846195712,2025-04-28,3.39,3.26,2.6,4.95,2.045,1.013,0.796,1.213,1.099,0.264,0.548,6.58,-0.528,21.03,5.71,12.74,98,20,0.11,4.5,0.01,8784,2025-03-14,4,45,1.32221929473392,1.0398773006135,0.797546012269939,0.495354523227384,early,mature_multiparous
-9223372036846188544,2023-03-31,3.19,2.9,2.25,4.58,2.176,0.885,0.713,1.114,0.943,0.282,0.82,6.65,-0.514,25.62,7.84,5.82,94,116,0.1,16.2,0.11,905.3,2023-02-14,2,45,2.06818586174616,1.1,0.775862068965517,0.406709558823529,early,second_parity
-9223372036846186496,2023-06-04,4.15,4.09,3.32,4.77,2.466,1.282,0.953,1.384,1.53,0.341,0.668,6.59,-0.53,22.32,3.63,14.33,98,38,0.12,17.6,0.3,8672,2023-01-25,2,130,1.5910646070265,1.01466992665037,0.811735941320293,0.519870235198702,mid,second_parity
-9223372036846183424,2025-02-20,3.75,3.39,2.66,4.67,2.289,1.094,0.814,1.373,1.234,0.308,0.598,6.71,-0.524,22.76,4.82,12.15,97,12,0.05,16.4,0.02,8896,2024-10-18,4,125,1.11394335230684,1.10619469026549,0.784660766961652,0.477937964176496,mid,mature_multiparous
-9223372036846176256,2022-11-15,3.6,3.33,2.67,4.97,2.216,1.033,0.77,1.129,1.311,0.34,0.56,6.67,-0.532,19.19,3.77,17.8,101,16,0.03,18.5,0.01,8240,2022-09-27,2,49,1.23044892137827,1.08108108108108,0.801801801801802,0.46615523465704,early,second_parity
-9223372036846173184,2022-07-23,3.62,3.09,2.46,4.95,2.07,1.198,0.794,1.029,1.419,0.329,0.669,6.57,-0.529,21.78,5.92,7.73,96,35,0.07,19.1,0,8576,2022-02-20,1,153,1.55630250076729,1.17152103559871,0.796116504854369,0.578743961352657,mid,primiparous
-9223372036846172160,2025-04-10,4.03,4,3.2,4.77,2.187,1.448,0.818,1.282,1.518,0.306,0.886,6.71,-0.534,20.42,2.94,18.8,101,153,0.08,17.7,0.05,8896,2024-09-11,3,211,2.18752072083646,1.0075,0.8,0.66209419295839,late,mature_multiparous
-9223372036846168064,2022-05-20,3.73,3.53,2.8,4.8,2.245,1.122,0.805,1.18,1.345,0.307,0.644,6.67,-0.522,22.91,5.01,9.22,96,18,0,7.9,0.04,8384,2021-12-18,1,153,1.27875360095283,1.05665722379603,0.793201133144476,0.49977728285078,mid,primiparous
-9223372036846167040,2024-09-04,5.73,3.88,3.18,4.53,2.835,2.337,0.612,1.434,3.129,0.625,1.817,6.57,-0.541,21.99,4.12,23.09,101,154,0.14,35.9,0.13,8336,2023-11-25,3,284,2.19033169817029,1.47680412371134,0.81958762886598,0.824338624338624,late,mature_multiparous
-9223372036846164992,2025-07-22,3.08,3.57,2.81,4.73,1.756,1.024,0.71,1.126,0.894,0.225,0.45,6.78,-0.521,23.82,4.45,12.23,97,62,0.02,26.2,0.03,8864,2025-04-02,4,111,1.79934054945358,0.862745098039216,0.787114845938375,0.583143507972665,mid,mature_multiparous
-9223372036846163968,2023-03-30,3.82,3.97,3.18,4.99,2.806,0.858,0.999,1.587,0.757,0.194,0.773,6.67,-0.549,24.63,4.35,24.65,100,241,0.03,25.7,0.01,885.7,2022-09-17,2,194,2.38381536598043,0.962216624685138,0.801007556675063,0.305773342836778,mid,second_parity
-9223372036846162944,2022-05-16,3.41,3.51,2.81,5.12,1.978,1.1,0.781,1.055,1.213,0.284,0.611,6.66,-0.53,20.95,4.83,12.62,98,22,0.01,23,0.08,7856,2022-01-30,1,106,1.36172783601759,0.971509971509972,0.800569800569801,0.556117290192113,mid,primiparous
-9223372036846160896,2022-05-25,2.88,3.68,2.84,4.4,1.926,0.836,0.604,0.977,0.886,0.272,0.726,6.51,-0.511,26.63,5.01,19.98,97,146,0.06,8.1,0.08,986.8,2022-04-17,1,38,2.16731733474818,0.782608695652174,0.771739130434782,0.434060228452752,early,primiparous
-9223372036846156800,2023-04-19,2.88,2.67,2.09,4.86,1.593,1.009,0.528,0.874,1.189,0.299,0.527,6.55,-0.532,15.78,4.13,19.54,104,9,0.03,8.5,0,9744,2023-04-09,2,10,1,1.07865168539326,0.782771535580524,0.633396107972379,early,second_parity
-9223372036846155776,2023-10-04,3.31,3.67,2.92,4.79,1.866,1.122,0.665,1.019,1.308,0.282,0.643,6.68,-0.525,23.59,5.25,12.55,97,137,0.09,18.2,0.02,8640,2023-02-05,2,241,2.13987908640124,0.901907356948229,0.795640326975477,0.60128617363344,late,second_parity
-9223372036846154752,2023-05-08,3.38,2.92,2.28,4.57,1.926,1.127,0.635,1.065,1.343,0.309,0.675,6.6,-0.516,19.87,4.69,13.05,99,97,0.04,27.2,0.07,9280,2022-08-22,1,259,1.9912260756925,1.15753424657534,0.780821917808219,0.58515057113188,late,primiparous
-9223372036846151680,2026-01-09,3.34,3.27,2.56,4.47,1.879,1.136,0.705,0.996,1.222,0.269,0.609,6.8,-0.514,26.26,6.11,2.21,92,35,0.03,10.1,0,9904,2025-12-10,5,30,1.55630250076729,1.02140672782875,0.782874617737003,0.60457690260777,early,mature_multiparous
-9223372036846144512,2022-09-24,3.28,3.17,2.48,4.75,1.922,1.039,0.583,1.025,1.262,0.317,0.578,6.71,-0.517,21.18,5.23,11.64,98,54,0.05,21.4,0.06,9008,2021-11-25,1,303,1.74036268949424,1.03470031545741,0.782334384858044,0.540582726326743,late,primiparous
-9223372036846143488,2022-06-28,3.08,2.97,2.35,4.93,1.696,1.084,0.607,0.884,1.225,0.254,0.548,6.58,-0.527,18.75,5.34,9,99,96,0.02,11.7,0.01,8864,2022-03-02,1,118,1.98677173426624,1.03703703703704,0.791245791245791,0.639150943396226,mid,primiparous
-9223372036846136320,2023-01-25,3.62,3,2.37,4.99,1.846,1.423,0.598,0.864,1.766,0.432,0.929,6.57,-0.533,14.41,2.97,22.28,105,82,0.04,22.2,0.03,8592,2023-01-02,2,23,1.91907809237607,1.20666666666667,0.79,0.770855904658722,early,second_parity
-9223372036846135296,2024-12-17,3.06,3.07,2.45,5.24,1.581,1.179,0.54,0.887,1.323,0.267,0.624,6.63,-0.532,18.14,5.3,11.96,100,104,0.08,17.2,0.03,7872,2024-10-10,2,68,2.02118929906994,0.996742671009772,0.798045602605863,0.74573055028463,mid,second_parity
-9223372036846132224,2024-12-04,2.94,3.29,2.57,4.62,1.721,0.931,0.677,0.989,0.978,0.258,0.356,6.75,-0.503,22.23,5.02,10.53,97,38,0.05,18.3,0.03,8672,2024-09-03,3,92,1.5910646070265,0.893617021276596,0.781155015197568,0.540964555490994,mid,mature_multiparous
-9223372036846129152,2025-01-08,3.44,3.43,2.67,4.72,2.047,1.056,0.715,1.22,1.155,0.231,0.523,6.66,-0.514,17.26,3.95,18.97,102,21,0.05,30.3,0.03,8640,2024-07-15,3,177,1.34242268082221,1.00291545189504,0.778425655976676,0.515876893014167,mid,mature_multiparous
-9223372036846125056,2024-03-08,3.5,3.31,2.62,4.83,1.937,1.222,0.698,1.043,1.424,0.32,0.774,6.75,-0.511,23.18,5.3,11.25,97,196,0.1,16.9,0.07,8336,2024-01-10,3,58,2.29446622616159,1.05740181268882,0.79154078549849,0.630872483221476,early,mature_multiparous
-9223372036846119936,2024-09-12,3.15,3.16,2.46,4.79,1.88,0.961,0.643,1.132,1.091,0.246,0.489,6.61,-0.526,20.9,4.49,19,100,16,0.08,18.8,0.01,9168,2024-08-13,3,30,1.23044892137827,0.996835443037975,0.778481012658228,0.511170212765957,early,mature_multiparous
-9223372036846116864,2024-11-29,4.93,4.3,3.46,4.47,2.778,1.669,1.012,1.634,1.793,0.439,0.978,6.68,-0.523,18.14,1.76,25.07,104,181,0.01,30.3,0.02,8560,2024-03-16,3,258,2.26007138798507,1.14651162790698,0.804651162790698,0.600791936645068,late,mature_multiparous
-9223372036846115840,2024-02-22,3.48,3.25,2.57,4.42,1.96,1.182,0.581,1.086,1.475,0.263,0.667,6.67,-0.518,25.13,5.39,10.04,95,247,0.08,13.9,0.05,9968,2023-05-13,2,285,2.39445168082622,1.07076923076923,0.790769230769231,0.603061224489796,late,second_parity
-9223372036846110720,2021-12-23,3.39,2.94,2.25,4.73,1.957,1.104,0.644,1.108,1.26,0.297,0.589,6.69,-0.512,25.63,6.68,1.88,92,187,0.04,11,0.02,9200,2021-11-02,1,51,2.27415784926368,1.1530612244898,0.76530612244898,0.56412876852325,early,primiparous
-9223372036846109696,2023-02-25,3.8,3.39,2.63,4.73,2.825,0.839,1.083,1.41,0.397,0.074,0.85,6.58,-0.519,20.93,5.48,1.62,95,69,0.09,12.7,0.07,814,2022-05-08,1,293,1.84509804001426,1.12094395280236,0.775811209439528,0.296991150442478,late,primiparous
-9223372036846105600,2025-12-09,3.81,3.68,2.91,4.5,2.15,1.289,0.779,1.143,1.473,0.259,0.818,6.8,-0.521,25.69,5.66,1.8,92,170,0.08,20.8,0.04,9328,2025-03-16,4,268,2.23299611039215,1.03532608695652,0.790760869565217,0.59953488372093,late,mature_multiparous
-9223372036846104576,2023-05-16,3.78,3.34,2.64,4.77,2.41,1.004,0.829,1.383,1.293,0.328,0.613,6.6,-0.532,21.69,5,16.33,99,24,0.11,14,0,9200,2022-12-15,2,152,1.39794000867204,1.13173652694611,0.790419161676647,0.416597510373444,mid,second_parity
-9223372036846103552,2022-12-03,3.36,2.71,2.09,4.72,2.041,0.991,0.707,1.09,1.197,0.308,0.536,6.63,-0.519,22.26,6.03,8.69,96,9,0.04,21,0,9264,2022-10-28,2,36,1,1.23985239852399,0.771217712177122,0.485546300832925,early,second_parity
-9223372036846093312,2023-11-28,3.3,3.78,3.08,4.85,1.936,1.042,0.773,1.157,1.077,0.234,0.496,6.61,-0.519,16.61,1.66,31.8,107,15,0,19.5,0.03,8192,2023-05-01,2,211,1.20411998265592,0.873015873015873,0.814814814814815,0.538223140495868,late,second_parity
-9223372036846092288,2022-07-19,3.71,2.96,2.34,4.91,2.006,1.344,0.735,1.035,1.541,0.377,0.727,6.51,-0.509,17.57,4.23,17.73,102,113,0.01,12.6,0,8096,2022-03-21,1,120,2.05690485133647,1.25337837837838,0.79054054054054,0.669990029910269,mid,primiparous
-9223372036846091264,2025-07-08,4.03,3.54,2.83,4.84,2.361,1.277,0.94,1.377,1.242,0.308,0.608,6.7,-0.521,22.83,4.91,14.27,98,476,0.04,22.8,0.02,8352,2025-02-28,4,130,2.67851837904011,1.13841807909605,0.799435028248588,0.540872511647607,mid,mature_multiparous
-9223372036846090240,2024-12-02,2.4,3.11,2.41,4.72,1.435,0.73,0.532,0.9,0.711,0.192,0.176,6.76,-0.529,22.67,5.81,6.27,96,64,0.05,21.2,0.06,9760,2024-08-25,3,99,1.81291335664286,0.771704180064309,0.77491961414791,0.508710801393728,mid,mature_multiparous
-9223372036846088192,2025-01-23,4.03,3.44,2.72,4.95,2.449,1.187,0.917,1.447,1.257,0.335,0.504,6.63,-0.535,19.58,4.04,16.6,100,8,0.04,23,0.02,8704,2024-11-13,4,71,0.954242509439325,1.17151162790698,0.790697674418605,0.484687627603103,mid,mature_multiparous
-9223372036846080000,2022-09-24,3.87,3.05,2.4,4.78,2.302,1.191,0.863,1.244,1.357,0.366,0.675,6.64,-0.521,20.04,4.46,15.03,100,20,0.02,17.8,0.01,8800,2022-08-30,1,25,1.32221929473392,1.26885245901639,0.786885245901639,0.51737619461338,early,primiparous
-9223372036846078976,2022-05-06,3.07,3.52,2.81,5.06,1.862,0.91,0.695,1.045,0.971,0.248,0.409,6.73,-0.523,24.32,5.07,8.42,95,26,0.02,27.4,0.08,8144,2022-01-25,1,101,1.43136376415899,0.872159090909091,0.798295454545455,0.488721804511278,mid,primiparous
-9223372036846072832,2023-02-02,3.42,2.81,2.25,4.81,2.154,1.09,0.616,1.027,1.367,0.352,1.036,6.59,-0.524,19.91,6.6,18.6,101,25,0.08,21.5,0.07,880,2022-11-22,2,72,1.41497334797082,1.21708185053381,0.800711743772242,0.506035283194058,mid,second_parity
-9223372036846065664,2023-06-27,3.67,3.39,2.69,4.59,2.133,1.179,0.748,1.17,1.424,0.348,0.599,6.58,-0.502,19.78,4.57,12.48,99,508,0.13,13.9,0.11,8304,2023-01-05,2,173,2.70671778233676,1.08259587020649,0.793510324483776,0.552742616033755,mid,second_parity
-9223372036846064640,2022-05-24,3.38,3.15,2.4,4.87,1.657,1.394,0.382,0.853,1.787,0.506,0.914,6.59,-0.529,14.5,3.65,20.88,105,29,0.09,17.9,0.38,8672,2022-05-14,2,10,1.47712125471966,1.07301587301587,0.761904761904762,0.84127942063971,early,second_parity
-9223372036846058496,2024-08-10,3.31,3.37,2.68,4.52,2.113,0.874,0.697,1.137,1.144,0.234,0.357,6.68,-0.507,23.83,4.92,11.01,96,49,0.07,12.8,0.04,9024,2024-05-02,3,100,1.69897000433602,0.982195845697329,0.795252225519288,0.413629910080454,mid,mature_multiparous
-9223372036846055424,2022-04-05,4.16,2.94,2.28,5.04,2.296,1.458,0.752,1.175,1.706,0.454,0.925,6.64,-0.525,19.97,5.82,4.09,96,26,0.09,28.6,0.05,8080,2022-02-11,1,53,1.43136376415899,1.41496598639456,0.775510204081633,0.635017421602788,early,primiparous
-9223372036846054400,2022-09-07,4.7,3.6,2.89,4.89,2.849,1.393,0.952,1.648,1.62,0.384,0.865,6.59,-0.534,19.82,3.86,20.2,101,28,0.03,28.8,0.06,8112,2021-12-11,1,270,1.46239799789896,1.30555555555556,0.802777777777778,0.488943488943489,late,primiparous
-9223372036846045184,2024-02-14,5.35,3.17,2.47,4.51,3.363,1.468,1.198,1.968,1.756,0.463,1.017,6.62,-0.528,29.74,6.74,8.3,92,165,0.16,27.7,0.05,9296,2023-12-13,2,63,2.22010808804005,1.68769716088328,0.779179810725552,0.436515016354445,mid,second_parity
-9223372036846044160,2023-07-21,3.57,3.33,2.62,4.78,1.896,1.323,0.662,1.087,1.616,0.306,0.781,6.67,-0.528,22.89,4.92,9.25,96,23,0.03,24.3,0.02,8976,2023-02-17,2,154,1.38021124171161,1.07207207207207,0.786786786786787,0.697784810126582,mid,second_parity
-9223372036846042112,2025-01-16,4.08,3.65,2.87,4.56,2.345,1.336,0.825,1.344,1.487,0.316,0.711,6.67,-0.525,23.08,5.02,8.85,96,117,0.1,24.3,0.04,9168,2024-04-16,2,275,2.07188200730613,1.11780821917808,0.786301369863014,0.569722814498934,late,second_parity
-9223372036846040064,2023-09-19,3,3.41,2.64,5.04,2.076,0.79,0.712,1.154,0.751,0.268,0.723,6.64,-0.54,23.24,5.71,24.13,100,107,0.05,30.7,0.11,849,2023-09-01,2,18,2.03342375548695,0.879765395894428,0.774193548387097,0.380539499036609,early,second_parity
-9223372036846039040,2022-07-02,3.74,3.3,2.6,4.86,2.169,1.207,0.762,1.179,1.404,0.346,0.711,6.58,-0.525,21.84,5.33,10.79,97,101,0.08,25.8,0.04,8816,2022-03-14,1,110,2.00860017176192,1.13333333333333,0.787878787878788,0.556477639465191,mid,primiparous
-9223372036846034944,2025-01-22,3.86,3.3,2.58,4.75,2.435,1.047,0.798,1.472,1.227,0.305,0.418,6.58,-0.527,22.72,5.9,8.15,96,31,0.1,32.2,0.07,8704,2024-08-14,3,161,1.50514997831991,1.16969696969697,0.781818181818182,0.429979466119096,mid,mature_multiparous
-9223372036846033920,2025-06-24,4.17,3.31,2.6,4.73,2.178,1.584,0.766,1.279,1.552,0.358,0.91,6.68,-0.529,20.11,3.99,17.02,100,182,0.01,29.5,0.01,9152,2025-02-07,4,137,2.26245108973043,1.25981873111782,0.785498489425982,0.727272727272727,mid,mature_multiparous
-9223372036846022656,2025-09-04,3.68,3.44,2.72,4.8,2.248,1.073,0.771,1.309,1.301,0.328,0.677,6.72,-0.532,24.02,5.73,9.4,96,1096,0.08,32.4,0.03,8576,2025-04-11,4,146,3.04020662757471,1.06976744186047,0.790697674418605,0.477313167259786,mid,mature_multiparous
-9223372036846017536,2022-06-29,3.84,3.19,2.52,5.09,2.306,1.161,0.795,1.311,1.298,0.313,0.647,6.57,-0.531,20.76,5.51,10.28,98,24,0.07,33.2,0.09,8128,2022-02-08,1,141,1.39794000867204,1.20376175548589,0.789968652037618,0.503469210754553,mid,primiparous
-9223372036846016512,2022-09-17,4.19,3.67,2.97,5.21,2.339,1.443,0.688,1.277,1.82,0.422,0.95,6.63,-0.526,19,3.52,17.17,101,73,0.11,25.3,0.07,7456,2021-11-28,1,293,1.86923171973098,1.141689373297,0.809264305177112,0.616930312099188,late,primiparous
-9223372036846013440,2024-10-08,4.03,3.5,2.78,4.76,2.415,1.22,0.848,1.314,1.419,0.386,0.724,6.76,-0.509,24.46,4.01,17.12,98,56,0.05,14,0.05,8224,2024-09-02,4,36,1.75587485567249,1.15142857142857,0.794285714285714,0.505175983436853,early,mature_multiparous
-9223372036846009344,2022-11-17,4.06,3.51,2.8,4.85,2.471,1.194,0.872,1.409,1.371,0.316,0.689,6.68,-0.523,22.39,4.87,11.95,97,86,0,15.8,0,8272,2022-07-11,1,129,1.93951925261862,1.15669515669516,0.797720797720798,0.483205180089033,mid,primiparous
