idAnimale,measurement_date,fat,protein,casein,lactose,sfa,ufa,newly_fa,mixed_fa,preformed_fa,c18_0,c18_1,ph,freezing,rennet,k20,a30,iac,scc,bhba,urea,acetone,ec,calving_date,lactation,DIM,scc_log,fat_protein_ratio,casein_protein_ratio,ufa_sfa_ratio,lactation_stage,parity_group
-9223372036844240896,2024-10-31,4.45,3.08,2.45,4.94,2.721,1.293,1.013,1.599,1.391,0.33,0.624,6.53,-0.531,21.01,5.73,9.96,98,25,0.05,21.3,0.04,8400,2024-09-09,2,52,1.41497334797082,1.44480519480519,0.795454545454546,0.475192943770673,early,second_parity
-9223372036844234752,2025-01-30,3.2,2.72,2.08,4.93,1.888,0.999,0.63,1.17,1.063,0.274,0.436,6.61,-0.504,21.87,7.4,0.12,94,18,0.03,32.1,0.03,8096,2024-10-18,2,104,1.27875360095283,1.17647058823529,0.764705882352941,0.529131355932203,mid,second_parity
-9223372036844231680,2024-09-10,2.54,2.93,2.26,4.77,1.488,0.804,0.512,0.827,0.928,0.215,0.384,6.69,-0.524,21.39,4.73,17.34,100,19,0.03,26.3,0.01,9312,2024-07-27,2,45,1.30102999566398,0.866894197952218,0.771331058020478,0.540322580645161,early,second_parity
-9223372036844224512,2024-02-15,2.63,2.88,2.19,4.6,1.569,0.805,0.466,1.002,0.926,0.216,0.416,6.74,-0.515,25.92,5.82,9.8,95,46,0.15,24.5,0.07,9664,2024-01-01,1,45,1.67209785793572,0.913194444444444,0.760416666666667,0.513065646908859,early,primiparous
-9223372036844221440,2024-03-21,3.8,3.27,2.63,5.09,2.109,1.321,0.692,1.126,1.583,0.327,0.814,6.62,-0.535,19.38,4.68,15.52,100,18,0.02,22.5,0.04,8160,2023-12-11,1,101,1.27875360095283,1.16207951070336,0.804281345565749,0.626363205310574,mid,primiparous
-9223372036844219392,2024-05-03,3.92,3.63,2.9,4.97,2.238,1.3,0.795,1.29,1.39,0.306,0.727,6.73,-0.536,22.76,4.65,12.16,97,73,0.03,25.7,0.02,8672,2023-10-25,1,191,1.86923171973098,1.07988980716253,0.798898071625344,0.580875781948168,mid,primiparous
-9223372036844218368,2024-02-28,3.1,3.34,2.68,5.01,1.792,1.007,0.646,1.046,1.097,0.254,0.478,6.58,-0.53,16.6,2.16,31.67,107,7,0.01,18.9,0.01,8416,2024-01-08,1,51,0.903089986991944,0.92814371257485,0.802395209580838,0.561941964285714,early,primiparous
-9223372036844217344,2024-09-06,3.92,3.55,2.83,4.71,2.153,1.386,0.757,1.112,1.748,0.393,0.944,6.69,-0.531,23.59,5.25,15.5,98,230,0.21,5.5,0.06,8752,2024-08-30,2,7,2.36361197989214,1.10422535211268,0.797183098591549,0.64375290292615,early,second_parity
-9223372036844212224,2023-11-30,2.51,3.16,2.45,4.78,1.467,0.799,0.596,0.96,0.795,0.229,0.339,6.66,-0.502,23.06,5.38,15.39,98,6,0.1,8.9,0.05,8544,2023-10-21,1,40,0.845098040014257,0.794303797468354,0.775316455696203,0.54464894342195,early,primiparous
-9223372036844205056,2024-01-22,4.12,3.81,3.09,4.9,2.527,1.193,0.923,1.428,1.51,0.383,0.77,6.58,-0.535,24.57,4.72,15.84,97,5,0.21,14.6,0.09,8112,2023-11-07,1,76,0.778151250383644,1.08136482939633,0.811023622047244,0.47210130589632,mid,primiparous
-9223372036844196864,2025-02-24,3.39,3.49,2.75,4.62,2.059,0.999,0.74,1.244,1.094,0.219,0.549,6.78,-0.52,27.62,6.63,0.17,91,102,0.1,11.5,0.07,9376,2024-08-26,1,182,2.01283722470517,0.97134670487106,0.787965616045845,0.485186983972802,mid,primiparous
-9223372036844189696,2025-05-22,2.83,3.08,2.43,4.89,1.514,1.039,0.596,0.864,0.988,0.233,0.486,6.72,-0.526,20,5.12,10.73,98,240,0.06,23.2,0.02,8880,2025-03-07,2,76,2.38201704257487,0.918831168831169,0.788961038961039,0.686261558784676,mid,second_parity
-9223372036844188672,2024-04-30,3.13,3.24,2.58,4.9,1.752,1.073,0.661,0.995,1.159,0.214,0.554,6.67,-0.525,18.87,3.89,21.1,102,47,0.03,23.1,0,8656,2023-12-28,1,124,1.68124123737559,0.966049382716049,0.796296296296296,0.612442922374429,mid,primiparous
-9223372036844187648,2024-03-21,2.72,3.14,2.5,5.08,1.478,0.977,0.522,0.832,1.22,0.234,0.615,6.64,-0.546,21.22,5.9,11.72,98,74,0.26,18.5,0.08,8832,2024-02-05,1,45,1.8750612633917,0.86624203821656,0.796178343949045,0.661028416779432,early,primiparous
-9223372036844179456,2023-11-27,3.54,3.27,2.6,5.03,1.947,1.248,0.634,1.119,1.46,0.405,0.715,6.63,-0.531,18.43,3.63,18.33,102,24,0.05,25.3,0.1,8256,2023-11-02,1,25,1.39794000867204,1.08256880733945,0.795107033639144,0.640986132511556,early,primiparous
-9223372036844178432,2023-03-24,3.68,3.06,2.28,4.86,2.606,0.889,0.722,1.375,1.105,0.277,0.936,6.56,-0.533,15.1,5.9,30.6,107,0,0.03,26.59,0.22,790.6,2022-11-08,2,136,0,1.20261437908497,0.745098039215686,0.341135840368381,mid,second_parity
-9223372036844170240,2024-09-27,4.4,3.29,2.62,4.83,2.246,1.723,0.531,1.064,2.277,0.465,1.195,6.66,-0.524,23.94,5.32,7.71,95,27,0.04,30.8,0.01,8128,2024-04-09,1,171,1.44715803134222,1.33738601823708,0.796352583586626,0.767141585040071,mid,primiparous
-9223372036844168192,2024-02-06,4.04,3.77,3.02,4.77,2.535,1.112,0.864,1.506,1.366,0.271,0.674,6.63,-0.531,26.15,4.53,16.97,97,23,0.05,23.2,0.05,8512,2023-10-23,1,106,1.38021124171161,1.07161803713528,0.80106100795756,0.438658777120316,mid,primiparous
-9223372036844167168,2024-04-08,4.02,3.35,2.66,4.95,2.436,1.193,0.955,1.362,1.329,0.354,0.707,6.62,-0.523,18.25,3.96,22.33,103,29,0,29.4,0,8016,2024-02-14,1,54,1.47712125471966,1.2,0.794029850746269,0.489737274220033,early,primiparous
-9223372036844164096,2024-03-04,4.02,3.21,2.54,4.58,2.601,1.028,0.969,1.524,1.207,0.325,0.546,6.7,-0.53,26.47,6,7.69,94,461,0.18,21.9,0.1,9488,2023-11-29,2,96,2.66464197555613,1.25233644859813,0.791277258566978,0.39523260284506,mid,second_parity
-9223372036844157952,2025-05-06,3.61,3.42,2.67,4.5,2.03,1.227,0.719,1.18,1.309,0.273,0.677,6.73,-0.518,23.54,4.85,7.56,95,166,0.05,23.4,0.01,9504,2024-10-07,2,211,2.22271647114758,1.05555555555556,0.780701754385965,0.604433497536946,late,second_parity
-9223372036844148736,2024-09-05,5,3.02,2.4,4.73,2.431,2.082,0.627,1.204,2.636,0.595,1.47,6.54,-0.52,24.26,6.26,4.68,94,14,0.11,21.5,0.07,8288,2024-08-05,2,31,1.17609125905568,1.65562913907285,0.794701986754967,0.856437679967092,early,second_parity
-9223372036844147712,2024-01-13,3.3,3.34,2.63,4.81,1.892,1.087,0.583,1.04,1.359,0.322,0.675,6.68,-0.522,21.6,4.39,16.91,99,47,0.1,24.5,0.09,8576,2023-11-05,1,69,1.68124123737559,0.988023952095808,0.787425149700599,0.574524312896406,mid,primiparous
-9223372036844144640,2024-04-12,3.38,2.65,2.04,4.61,1.669,1.382,0.467,0.843,1.701,0.369,0.879,6.54,-0.523,18.75,6.22,12.49,100,54,0.08,17.7,0.06,9600,2024-03-06,1,37,1.74036268949424,1.27547169811321,0.769811320754717,0.828040742959856,early,primiparous
-9223372036844139520,2023-05-13,3.5,3.32,2.66,5.09,2.071,1.09,0.616,1.153,1.399,0.318,0.668,6.65,-0.526,15.76,2.49,23.65,105,27,0.06,11.7,0,8384,2022-08-29,1,257,1.44715803134222,1.05421686746988,0.801204819277109,0.526315789473684,late,primiparous
-9223372036844128256,2024-07-14,4.72,3.32,2.65,4.7,2.528,1.732,0.676,1.322,2.251,0.486,1.142,6.62,-0.523,28.24,6.25,1.77,91,56,0.04,24.9,0.01,8560,2023-11-27,1,230,1.75587485567249,1.42168674698795,0.798192771084337,0.685126582278481,late,primiparous
-9223372036844122112,2025-06-11,3.58,3.65,2.96,5.09,1.901,1.329,0.72,1.011,1.35,0.262,0.644,6.64,-0.519,18.98,3.42,20.43,102,25,0.01,19.8,0,7280,2025-02-02,2,129,1.41497334797082,0.980821917808219,0.810958904109589,0.699105733824303,mid,second_parity
-9223372036844108800,2024-11-25,4.26,3.94,3.19,4.67,2.52,1.323,0.917,1.527,1.441,0.287,0.695,6.65,-0.538,26.91,6.25,1.68,92,70,0.1,20.2,0.02,9200,2024-03-09,1,261,1.85125834871908,1.08121827411168,0.809644670050761,0.525,late,primiparous
-9223372036844107776,2026-01-03,3.29,3.08,2.44,4.82,1.889,1.08,0.618,1.018,1.247,0.257,0.625,6.66,-0.526,18.28,4.67,11.83,100,38,0.04,16.8,0.04,8976,2025-08-25,2,131,1.5910646070265,1.06818181818182,0.792207792207792,0.571731074642668,mid,second_parity
-9223372036844101632,2025-02-17,3.83,3.28,2.56,4.79,2.427,1.028,0.878,1.433,1.152,0.3,0.565,6.77,-0.528,24.1,6,4.05,94,48,0.06,24.1,0.04,9072,2024-10-24,2,116,1.69019608002851,1.16768292682927,0.780487804878049,0.42356819118253,mid,second_parity
-9223372036844099584,2025-01-08,3.77,3.42,2.66,4.9,2.24,1.161,0.822,1.443,1.14,0.3,0.543,6.66,-0.535,24.53,4.64,9.86,95,137,0.07,29.8,0.05,8912,2024-09-18,2,112,2.13987908640124,1.10233918128655,0.777777777777778,0.518303571428571,mid,second_parity
-9223372036844096512,2024-02-15,4.19,3.43,2.71,4.77,2.585,1.199,0.84,1.489,1.477,0.317,0.726,6.68,-0.522,24.6,4.11,16.12,97,94,0.13,23.6,0.05,8496,2023-11-22,1,85,1.97772360528885,1.22157434402332,0.790087463556851,0.463829787234043,mid,primiparous
-9223372036844093440,2024-11-27,4.2,3.23,2.53,4.61,2.487,1.302,0.959,1.46,1.35,0.306,0.647,6.66,-0.526,23.44,6.03,3.05,94,12,0.04,17.8,0.02,9424,2024-09-15,1,73,1.11394335230684,1.30030959752322,0.78328173374613,0.523522316043426,mid,primiparous
-9223372036844088320,2025-10-21,5.63,4.11,3.32,4.77,2.921,2.16,0.855,1.66,2.558,0.568,1.535,6.61,-0.542,15.24,1.04,28.68,107,5962,0.05,29.3,0.08,8080,2025-01-30,2,264,3.77546480934574,1.3698296836983,0.807785888077859,0.739472783293393,late,second_parity
-9223372036844070912,2025-08-13,4.27,2.9,2.31,4.59,2.35,1.504,0.817,1.254,1.745,0.437,0.892,6.54,-0.517,20.63,6.14,10.13,98,36,0.03,23.4,0,9168,2025-04-20,2,115,1.568201724067,1.47241379310345,0.796551724137931,0.64,mid,second_parity
-9223372036844068864,2024-11-20,3.39,3.88,3.16,5.11,1.863,1.195,0.713,1.082,1.253,0.268,0.596,6.74,-0.527,23.14,4.88,6.53,95,228,0.06,30.4,0.02,7472,2024-02-18,1,276,2.35983548233989,0.873711340206186,0.814432989690722,0.641438539989265,late,primiparous
-9223372036844063744,2024-07-18,3.68,3.98,3.2,4.64,1.908,1.414,0.532,1.029,1.749,0.348,0.871,6.69,-0.527,21.27,2.57,18.81,100,77,0.03,27.6,0.07,9008,2023-11-20,1,241,1.89209460269048,0.92462311557789,0.804020100502513,0.741090146750524,late,primiparous
-9223372036844060672,2024-01-22,5.17,3.76,2.99,4.75,3.279,1.641,0.85,1.662,1.979,0.501,1.537,6.6,-0.539,27.61,7.44,10.09,94,45,0.07,18.2,0.05,848.6,2023-08-01,1,174,1.66275783168157,1.375,0.795212765957447,0.500457456541629,mid,primiparous
-9223372036844057600,2024-03-07,3.51,3.03,2.36,4.82,1.697,1.471,0.429,0.804,1.934,0.454,1.04,6.66,-0.517,17,4.04,20.51,103,58,0.12,18.8,0.14,8064,2024-02-17,1,19,1.77085201164214,1.15841584158416,0.778877887788779,0.866823806717737,early,primiparous
-9223372036844056576,2025-04-04,4.2,2.93,2.26,4.67,2.025,1.764,0.516,1.067,2.165,0.508,1.256,6.72,-0.514,19.93,5.38,3.36,96,28,0.35,13.4,0.76,8944,2025-03-12,2,23,1.46239799789896,1.43344709897611,0.771331058020478,0.871111111111111,early,second_parity
-9223372036844052480,2022-09-04,4.33,3.64,2.93,4.95,2.149,1.759,0.594,1.086,2.196,0.427,1.212,6.57,-0.528,14.83,2.66,22.51,105,27,0,38.1,0,7776,2022-03-08,1,180,1.44715803134222,1.18956043956044,0.804945054945055,0.818520241973011,mid,primiparous
-9223372036844048384,2023-07-24,4,3.69,2.93,4.87,2.473,1.134,0.96,1.433,1.462,0.336,0.663,6.54,-0.532,16.31,2.21,33.46,107,241,0.01,33.7,0.02,8128,2023-02-23,1,151,2.38381536598043,1.0840108401084,0.794037940379404,0.458552365547918,mid,primiparous
-9223372036844043264,2025-08-14,3.36,3.25,2.53,4.63,1.788,1.245,0.519,1.094,1.406,0.345,0.728,6.73,-0.51,25.98,6.66,0.09,92,106,0.06,31.5,0.05,8768,2024-12-24,2,233,2.02938377768521,1.03384615384615,0.778461538461538,0.696308724832215,late,second_parity
-9223372036844042240,2025-07-14,2.81,3.56,2.8,4.85,1.439,1.097,0.513,0.857,1.087,0.25,0.593,6.81,-0.524,23.59,5.13,6,95,12,0.04,20.9,0.05,8864,2025-01-21,2,174,1.11394335230684,0.789325842696629,0.786516853932584,0.762334954829743,mid,second_parity
-9223372036844040192,2024-07-02,3.62,3.24,2.63,4.9,2.063,1.205,0.701,1.048,1.518,0.318,0.632,6.6,-0.53,22.62,4.74,9.77,97,7,0.05,19.5,0.07,8448,2024-01-09,1,175,0.903089986991944,1.11728395061728,0.811728395061728,0.584100824042656,mid,primiparous
-9223372036844037120,2024-04-10,4.98,3.61,2.89,4.8,3.056,1.438,1.055,1.755,1.737,0.444,0.965,6.58,-0.528,23.02,4.97,15.92,98,511,0.06,24.8,0.02,8224,2024-01-24,1,77,2.70926996097583,1.37950138504155,0.800554016620499,0.470549738219895,mid,primiparous
-9223372036844020736,2024-10-28,4.27,3.31,2.69,4.92,2.55,1.302,0.882,1.488,1.53,0.342,0.687,6.55,-0.53,21.17,5.67,11.35,98,92,0.14,12.6,0.06,8144,2024-02-05,1,266,1.96848294855394,1.29003021148036,0.812688821752266,0.510588235294118,late,primiparous
-9223372036844016640,2025-06-12,3.83,3.39,2.73,5.01,2.106,1.349,0.835,1.183,1.325,0.312,0.686,6.62,-0.528,14.41,1.81,29.61,107,33,0.04,19.9,0.03,8048,2025-03-11,2,93,1.53147891704226,1.12979351032448,0.805309734513274,0.640550807217474,mid,second_parity
-9223372036844007424,2023-07-26,4.4,3.53,2.8,4.87,2.633,1.335,0.952,1.596,1.666,0.369,0.864,6.64,-0.522,24,5.33,8.9,96,19,0.07,17.2,0.01,8272,2022-10-29,1,270,1.30102999566398,1.24645892351275,0.793201133144476,0.507026205848842,late,primiparous
-9.223372036844e+18,2025-06-06,3.9,3.93,3.14,4.88,2.298,1.22,0.912,1.461,1.182,0.282,0.614,6.62,-0.541,23.14,4.09,23.48,100,81,0.19,3.6,0.02,8800,2025-02-06,2,120,1.91381385238372,0.99236641221374,0.798982188295165,0.530896431679721,mid,second_parity
-9.223372036844e+18,2024-12-11,3.89,3.67,2.91,4.9,2.202,1.308,0.877,1.246,1.346,0.289,0.627,6.69,-0.523,18.62,3.53,17.65,101,32,0.01,21.4,0.02,8112,2024-08-03,1,130,1.51851393987789,1.05994550408719,0.79291553133515,0.594005449591281,mid,primiparous
-9223372036843940864,2024-09-03,3.98,3.85,3.1,4.86,2.322,1.271,0.749,1.342,1.469,0.309,0.732,6.7,-0.524,25.75,4.51,13.77,96,135,0.03,26.3,0.03,8256,2023-12-13,1,265,2.13353890837022,1.03376623376623,0.805194805194805,0.547372954349698,late,primiparous
-9223372036843939840,2025-06-04,3.26,3.2,2.53,4.84,1.616,1.325,0.583,0.905,1.345,0.333,0.747,6.67,-0.537,17.48,3.78,20.16,103,41,0.06,23.3,0.06,9296,2025-02-25,2,99,1.6232492903979,1.01875,0.790625,0.819925742574257,mid,second_parity
-9223372036843927552,2023-11-28,3.69,3.3,2.65,4.99,2.059,1.271,0.769,1.178,1.341,0.348,0.619,6.55,-0.529,19.8,4.49,13.97,99,20,0,17,0,8384,2023-10-07,1,52,1.32221929473392,1.11818181818182,0.803030303030303,0.617289946576008,early,primiparous
-9223372036843188224,2022-03-05,2.37,3.47,2.73,5.07,1.305,0.834,0.46,0.755,0.843,0.208,0.37,6.75,-0.528,17.82,3.22,18.51,102,10,0.06,16.4,0.1,8544,2022-02-13,3,20,1.04139268515823,0.68299711815562,0.786743515850144,0.639080459770115,early,mature_multiparous
-9223372036841508864,2024-05-10,1.71,3.14,2.5,5.11,0.87,0.673,0.271,0.473,0.841,0.121,0.326,6.7,-0.528,17.34,4.26,23.12,104,12,0.13,18.4,0.16,8400,2023-12-20,1,142,1.11394335230684,0.544585987261146,0.796178343949045,0.773563218390805,mid,primiparous
-9223372036841323520,2025-12-03,7.51,3.46,2.81,4.25,4.563,2.216,1.671,2.476,2.588,0.606,1.624,6.42,-0.514,29.25,8.36,2.83,91,312,0.09,25.6,0.11,9008,2025-03-22,2,256,2.49554433754645,2.17052023121387,0.8121387283237,0.485645408722332,late,second_parity
-9223372036839479296,2025-12-18,3.43,3.3,2.63,4.79,2.017,1.078,0.742,1.126,1.21,0.203,0.565,6.61,-0.528,23.26,5.93,8.52,96,34,0.07,16.2,0.01,9312,2025-09-23,2,86,1.54406804435028,1.03939393939394,0.796969696969697,0.534457114526525,mid,second_parity
-9223372036838792192,2024-03-16,3.24,3.07,2.42,4.99,1.746,1.179,0.555,0.939,1.412,0.341,0.706,6.7,-0.522,22.75,6.35,8.56,96,38,0.06,13.1,0.06,8384,2024-02-24,1,21,1.5910646070265,1.05537459283388,0.788273615635179,0.675257731958763,early,primiparous
-9223372036838791168,2024-03-19,3.24,3.05,2.41,4.99,1.935,0.989,0.673,1.125,1.119,0.229,0.549,6.67,-0.529,20.78,5.46,8.51,97,68,0.06,22.3,0.06,8624,2024-01-30,1,49,1.83884909073726,1.06229508196721,0.79016393442623,0.511111111111111,early,primiparous
-9223372036836750336,2023-04-11,3.49,3.3,2.64,4.95,2.097,1.056,0.723,1.175,1.231,0.341,0.584,6.55,-0.523,17.58,3.71,23.71,104,13,0.02,15.9,0.02,8384,2022-10-18,2,175,1.14612803567824,1.05757575757576,0.8,0.503576537911302,mid,second_parity
-9223372036836746240,2024-04-16,3.81,3.1,2.45,5,2.119,1.32,0.791,1.171,1.473,0.336,0.82,6.53,-0.534,19.88,5.44,15.9,100,9,0.04,21.5,0,8688,2024-02-13,1,63,1,1.22903225806452,0.790322580645161,0.622935346861727,mid,primiparous
-9223372036836744192,2024-10-23,4.91,3.7,2.99,4.71,2.846,1.584,0.911,1.719,1.81,0.376,0.925,6.6,-0.531,22.27,5.13,7.31,96,537,0.13,24.6,0.1,8880,2024-01-17,1,280,2.73078227566639,1.32702702702703,0.808108108108108,0.556570625439213,late,primiparous
-9223372036836743168,2026-01-20,4.17,3.36,2.65,4.84,2.498,1.266,0.86,1.293,1.555,0.353,0.764,6.69,-0.532,23.44,5.99,4.53,95,151,0.08,22,0.02,8592,2025-09-23,2,119,2.18184358794477,1.24107142857143,0.788690476190476,0.506805444355484,mid,second_parity
-9223372036836720640,2025-10-02,3.79,3.53,2.84,5.09,2.254,1.167,0.835,1.345,1.23,0.284,0.625,6.71,-0.526,21.68,5.08,9.16,97,31,0.04,19.4,0,7696,2025-02-16,2,228,1.50514997831991,1.07365439093484,0.804532577903683,0.517746228926353,late,second_parity
-9223372036836654080,2025-03-26,3.93,3.57,2.88,4.86,2.311,1.234,0.866,1.264,1.412,0.316,0.698,6.67,-0.526,20.55,3.94,14.89,99,62,0.03,16.8,0.02,8256,2024-10-10,2,167,1.79934054945358,1.10084033613445,0.80672268907563,0.533967979229771,mid,second_parity
-9223372036836487168,2024-03-25,3.87,3.72,2.97,5.12,2.305,1.188,0.903,1.344,1.279,0.288,0.744,6.66,-0.533,19.57,3.84,21.71,102,14,0.03,26.7,0.03,7920,2024-02-01,1,53,1.17609125905568,1.04032258064516,0.798387096774194,0.515401301518438,early,primiparous
-9223372036836325376,2024-11-05,3.99,3.35,2.6,4.63,2.012,1.587,0.61,1.079,1.983,0.495,1.019,6.54,-0.53,14.07,3.38,23.77,106,367,0.14,19.5,0.09,8752,2024-10-25,1,11,2.56584781867352,1.1910447761194,0.776119402985075,0.788767395626243,early,primiparous
-9223372036836324352,2025-04-16,4.23,3.42,2.71,4.75,2.522,1.294,0.976,1.416,1.42,0.32,0.744,6.65,-0.521,24.6,5.9,5.59,94,135,0.12,20.7,0,8496,2024-12-25,2,112,2.13353890837022,1.23684210526316,0.792397660818713,0.513084853291039,mid,second_parity
-9223372036836260864,2025-10-23,3.18,3.38,2.67,4.66,1.966,0.904,0.706,1.225,1.016,0.25,0.473,6.73,-0.521,26.18,6.71,8.18,94,26,0.2,12.3,0.09,9248,2025-05-07,2,169,1.43136376415899,0.940828402366864,0.789940828402367,0.459816887080366,mid,second_parity
-9223372036836235264,2024-03-14,3.48,3.04,2.39,4.9,1.828,1.313,0.592,0.927,1.634,0.395,0.824,6.59,-0.528,16.45,3.92,23.63,104,16,0.05,15.6,0.06,8832,2024-02-29,1,14,1.23044892137827,1.14473684210526,0.786184210526316,0.718271334792122,early,primiparous
-9223372036836199424,2024-02-19,3.66,2.81,2.23,4.93,2.169,1.136,0.718,1.148,1.453,0.338,0.597,6.61,-0.528,21.79,5.1,13.96,98,70,0.04,15.9,0,8288,2024-01-21,1,29,1.85125834871908,1.30249110320285,0.793594306049822,0.523743660673121,early,primiparous
-9223372036836198400,2025-01-21,3.62,3.67,2.9,4.93,2.061,1.205,0.793,1.241,1.214,0.236,0.565,6.62,-0.521,24.75,6.26,1.4,93,81,0.07,18.6,0.03,8224,2024-05-06,1,260,1.91381385238372,0.986376021798365,0.790190735694823,0.584667637069384,late,primiparous
-9223372036836192256,2025-03-06,3.8,3.14,2.51,5.02,1.98,1.448,0.697,1.06,1.64,0.322,0.908,6.61,-0.524,16.96,4.44,14.74,101,15,0.04,27.3,0.04,8208,2024-12-10,1,86,1.20411998265592,1.21019108280255,0.799363057324841,0.731313131313131,mid,primiparous
-9223372036835800064,2025-04-24,3.49,2.95,2.35,5.22,1.891,1.258,0.674,0.975,1.456,0.313,0.761,6.67,-0.525,17.75,5.12,7.64,99,12,0.13,24.3,0.11,7728,2025-03-01,2,54,1.11394335230684,1.18305084745763,0.796610169491525,0.66525647805394,early,second_parity
-9223372036835788800,2024-09-07,4.28,3.48,2.82,4.88,2.421,1.442,0.745,1.217,1.857,0.408,0.871,6.68,-0.524,26.85,5.76,4.39,92,31,0.08,21.9,0.01,8048,2023-11-21,1,291,1.50514997831991,1.22988505747126,0.810344827586207,0.595621643948781,late,primiparous
-9223372036835730432,2024-02-28,2.66,3.21,2.53,4.69,1.527,0.875,0.506,0.833,1.029,0.199,0.405,6.69,-0.527,22.63,4.06,16.71,99,72,0.02,14.5,0,9648,2024-01-06,1,53,1.86332286012046,0.828660436137072,0.78816199376947,0.573018991486575,early,primiparous
-9223372036835729408,2025-02-03,4.83,3.22,2.53,4.82,2.706,1.651,0.998,1.469,1.886,0.505,0.989,6.54,-0.527,20.81,5.87,10.66,98,17,0.08,17.4,0.04,8592,2025-01-10,2,24,1.25527250510331,1.5,0.785714285714286,0.610125646711013,early,second_parity
-9223372036835728384,2025-02-03,4.41,3.96,3.13,4.62,2.601,1.377,0.954,1.555,1.484,0.339,0.695,6.63,-0.53,23.3,3.94,16.61,98,169,0.04,28,0.01,8848,2024-06-20,1,228,2.23044892137827,1.11363636363636,0.79040404040404,0.529411764705882,late,primiparous
-9223372036835727360,2025-03-17,3.55,3.26,2.57,4.85,2.02,1.183,0.679,1.125,1.432,0.297,0.707,6.65,-0.53,18.73,4.09,13.93,100,50,0.05,23.4,0.02,8880,2025-01-03,2,73,1.70757017609794,1.08895705521472,0.788343558282209,0.585643564356436,mid,second_parity
-9223372036835725312,2022-07-05,4.19,3.52,2.82,5.09,2.273,1.51,0.727,1.223,1.775,0.408,0.926,6.55,-0.527,16.39,2.85,20.54,103,97,0.03,22.9,0.05,7648,2021-12-14,1,203,1.9912260756925,1.19034090909091,0.801136363636364,0.664320281566212,late,primiparous
-9223372036835720192,2022-07-01,3.43,3.16,2.5,4.85,1.922,1.175,0.653,0.977,1.431,0.361,0.676,6.62,-0.525,19.76,4.61,13.22,99,153,0.1,11,0.08,8688,2022-05-19,4,43,2.18752072083646,1.08544303797468,0.791139240506329,0.611342351716961,early,mature_multiparous
-9223372036835713024,2025-05-28,3.33,3.18,2.53,4.95,1.66,1.344,0.615,0.856,1.365,0.291,0.721,6.71,-0.528,24.15,5.57,4.68,94,26,0.09,11.1,0.07,8496,2025-02-05,2,112,1.43136376415899,1.04716981132075,0.79559748427673,0.809638554216868,mid,second_parity
-9223372036835712000,2024-06-04,4.53,3.3,2.63,4.93,2.86,1.229,0.962,1.667,1.473,0.354,0.744,6.66,-0.522,24.4,6.32,6.44,95,51,0.02,30.1,0,7808,2024-03-01,1,95,1.7160033436348,1.37272727272727,0.796969696969697,0.42972027972028,mid,primiparous
-9223372036835709952,2023-02-24,3.72,2.92,2.31,4.68,2.34,1.019,0.714,1.275,1.397,0.342,0.618,6.49,-0.515,19.59,5.03,13.83,100,20,0.05,18.2,0.02,8992,2022-09-12,2,165,1.32221929473392,1.27397260273973,0.791095890410959,0.435470085470085,mid,second_parity
-9223372036835660800,2025-11-19,3.73,3.33,2.65,4.8,2.178,1.188,0.747,1.203,1.346,0.258,0.692,6.7,-0.529,22.59,5.22,9.34,96,25,0.05,18.4,0.04,8896,2025-06-28,2,144,1.41497334797082,1.12012012012012,0.795795795795796,0.545454545454545,mid,second_parity
-9223372036835659776,2024-11-13,4.39,3.57,2.84,4.6,2.703,1.257,0.919,1.625,1.45,0.322,0.651,6.63,-0.529,23.02,5.41,7.29,96,112,0.09,34.4,0.08,8720,2024-03-24,1,234,2.05307844348342,1.2296918767507,0.795518207282913,0.46503884572697,late,primiparous
-9223372036835658752,2025-09-11,2.49,2.87,2.25,5.07,1.41,0.838,0.535,0.875,0.86,0.232,0.408,6.72,-0.524,17.93,4.8,13.67,101,11,0.03,21.9,0.06,8416,2025-08-02,2,40,1.07918124604762,0.867595818815331,0.78397212543554,0.594326241134752,early,second_parity
-9223372036835156992,2023-11-30,3.27,2.85,2.24,5.03,1.677,1.275,0.553,0.913,1.564,0.412,0.773,6.64,-0.525,24.02,6.78,4.58,94,14,0.22,13.1,0.11,8016,2023-10-23,1,38,1.17609125905568,1.14736842105263,0.785964912280702,0.760286225402504,early,primiparous
-9223372036835154944,2022-04-14,3.43,3.05,2.39,5,2.064,1.031,0.786,1.09,1.106,0.274,0.492,6.61,-0.523,18.55,5.5,7.33,98,18,0.04,10.2,0.03,8368,2022-01-04,1,100,1.27875360095283,1.12459016393443,0.783606557377049,0.499515503875969,mid,primiparous
-9223372036835121152,2024-11-04,2.89,3.55,2.82,4.94,1.652,0.955,0.634,1.026,0.92,0.236,0.379,6.75,-0.516,15.5,1.92,25.18,105,18,0,24.9,0.11,8032,2024-08-20,1,76,1.27875360095283,0.814084507042254,0.794366197183099,0.578087167070218,mid,primiparous
-9223372036835118080,2024-07-22,3.26,3.61,2.86,4.87,1.732,1.21,0.536,0.959,1.38,0.239,0.711,6.75,-0.518,23.24,4.33,11.8,97,41,0.03,14.9,0.1,8224,2024-03-09,1,135,1.6232492903979,0.903047091412742,0.792243767313019,0.698614318706697,mid,primiparous
